[2025-02-22 18:38:21] DEBUG | root - Connecting c LSHIFT 1 -> t
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting iv OR jb -> jc
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT jd -> je
[2025-02-22 18:38:21] DEBUG | root - Connecting jc AND je -> jf
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting iu AND jf -> jh
[2025-02-22 18:38:21] DEBUG | root - Connecting iu OR jf -> jg
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT jh -> ji
[2025-02-22 18:38:21] DEBUG | root - Connecting jg AND ji -> jj
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting 1 AND jj -> jk
[2025-02-22 18:38:21] DEBUG | root - Connecting jk LSHIFT 15 -> jo
[2025-02-22 18:38:21] DEBUG | root - Connecting jn OR jo -> jp
[2025-02-22 18:38:21] DEBUG | root - Connecting jp RSHIFT 1 -> ki
[2025-02-22 18:38:21] DEBUG | root - Connecting jp RSHIFT 3 -> jr
[2025-02-22 18:38:21] DEBUG | root - Connecting jl OR jk -> jm
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting jm LSHIFT 1 -> kg
[2025-02-22 18:38:21] DEBUG | root - Connecting jp RSHIFT 2 -> jq
[2025-02-22 18:38:21] DEBUG | root - Connecting jp RSHIFT 5 -> js
[2025-02-22 18:38:21] DEBUG | root - Connecting jr AND js -> ju
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT ju -> jv
[2025-02-22 18:38:21] DEBUG | root - Connecting jr OR js -> jt
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting jt AND jv -> jw
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting jq OR jw -> jx
[2025-02-22 18:38:21] DEBUG | root - Connecting jq AND jw -> jy
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT jy -> jz
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting jx AND jz -> ka
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting jp OR ka -> kb
[2025-02-22 18:38:21] DEBUG | root - Connecting jp AND ka -> kc
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT kc -> kd
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting kb AND kd -> ke
[2025-02-22 18:38:21] DEBUG | root - Connecting 1 AND ke -> kf
[2025-02-22 18:38:21] DEBUG | root - Connecting kf LSHIFT 15 -> kj
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting kg OR kf -> kh
[2025-02-22 18:38:21] DEBUG | root - Connecting ki OR kj -> kk
[2025-02-22 18:38:21] DEBUG | root - Connecting kk RSHIFT 5 -> kn
[2025-02-22 18:38:21] DEBUG | root - Connecting kk RSHIFT 1 -> ld
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting kh LSHIFT 1 -> lb
[2025-02-22 18:38:21] DEBUG | root - Connecting kk RSHIFT 2 -> kl
[2025-02-22 18:38:21] DEBUG | root - Connecting kk RSHIFT 3 -> km
[2025-02-22 18:38:21] DEBUG | root - Connecting km OR kn -> ko
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting km AND kn -> kp
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT kp -> kq
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting ko AND kq -> kr
[2025-02-22 18:38:21] DEBUG | root - Connecting kl AND kr -> kt
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT kt -> ku
[2025-02-22 18:38:21] DEBUG | root - Connecting kl OR kr -> ks
[2025-02-22 18:38:21] DEBUG | root - Connecting ks AND ku -> kv
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting kk AND kv -> kx
[2025-02-22 18:38:21] DEBUG | root - Connecting kk OR kv -> kw
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT kx -> ky
[2025-02-22 18:38:21] DEBUG | root - Connecting kw AND ky -> kz
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting 1 AND kz -> la
[2025-02-22 18:38:21] DEBUG | root - Connecting la LSHIFT 15 -> le
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting ld OR le -> lf
[2025-02-22 18:38:21] DEBUG | root - Connecting lf RSHIFT 3 -> lh
[2025-02-22 18:38:21] DEBUG | root - Connecting lf RSHIFT 5 -> li
[2025-02-22 18:38:21] DEBUG | root - Connecting lh AND li -> lk
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT lk -> ll
[2025-02-22 18:38:21] DEBUG | root - Connecting lh OR li -> lj
[2025-02-22 18:38:21] DEBUG | root - Connecting lb OR la -> lc
[2025-02-22 18:38:21] DEBUG | root - Connecting lf RSHIFT 1 -> ly
[2025-02-22 18:38:21] DEBUG | root - Connecting lc LSHIFT 1 -> lw
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting lf RSHIFT 2 -> lg
[2025-02-22 18:38:21] DEBUG | root - Connecting lj AND ll -> lm
[2025-02-22 18:38:21] DEBUG | root - Connecting lg OR lm -> ln
[2025-02-22 18:38:21] DEBUG | root - Connecting lg AND lm -> lo
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT lo -> lp
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting ln AND lp -> lq
[2025-02-22 18:38:21] DEBUG | root - Connecting lf OR lq -> lr
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting lf AND lq -> ls
[2025-02-22 18:38:21] DEBUG | root - Connecting NOT ls -> lt
[2025-02-22 18:38:21] DEBUG | root - Connecting lr AND lt -> lu
[2025-02-22 18:38:21] DEBUG | root - Connecting 1 AND lu -> lv
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting lv LSHIFT 15 -> lz
[2025-02-22 18:38:21] DEBUG | root - Connecting lw OR lv -> lx
[2025-02-22 18:38:21] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-22 18:38:21] DEBUG | root - Connecting ly OR lz -> ma
[2025-02-22 18:38:21] DEBUG | root - Connecting lx -> a
