[2025-02-23 16:32:14] DEBUG | root - Connecting c LSHIFT 1 -> t
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting iv OR jb -> jc
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT jd -> je
[2025-02-23 16:32:14] DEBUG | root - Connecting jc AND je -> jf
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting iu AND jf -> jh
[2025-02-23 16:32:14] DEBUG | root - Connecting iu OR jf -> jg
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT jh -> ji
[2025-02-23 16:32:14] DEBUG | root - Connecting jg AND ji -> jj
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting 1 AND jj -> jk
[2025-02-23 16:32:14] DEBUG | root - Connecting jk LSHIFT 15 -> jo
[2025-02-23 16:32:14] DEBUG | root - Connecting jn OR jo -> jp
[2025-02-23 16:32:14] DEBUG | root - Connecting jp RSHIFT 1 -> ki
[2025-02-23 16:32:14] DEBUG | root - Connecting jp RSHIFT 3 -> jr
[2025-02-23 16:32:14] DEBUG | root - Connecting jl OR jk -> jm
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting jm LSHIFT 1 -> kg
[2025-02-23 16:32:14] DEBUG | root - Connecting jp RSHIFT 2 -> jq
[2025-02-23 16:32:14] DEBUG | root - Connecting jp RSHIFT 5 -> js
[2025-02-23 16:32:14] DEBUG | root - Connecting jr AND js -> ju
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT ju -> jv
[2025-02-23 16:32:14] DEBUG | root - Connecting jr OR js -> jt
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting jt AND jv -> jw
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting jq OR jw -> jx
[2025-02-23 16:32:14] DEBUG | root - Connecting jq AND jw -> jy
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT jy -> jz
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting jx AND jz -> ka
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting jp OR ka -> kb
[2025-02-23 16:32:14] DEBUG | root - Connecting jp AND ka -> kc
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT kc -> kd
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting kb AND kd -> ke
[2025-02-23 16:32:14] DEBUG | root - Connecting 1 AND ke -> kf
[2025-02-23 16:32:14] DEBUG | root - Connecting kf LSHIFT 15 -> kj
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting kg OR kf -> kh
[2025-02-23 16:32:14] DEBUG | root - Connecting ki OR kj -> kk
[2025-02-23 16:32:14] DEBUG | root - Connecting kk RSHIFT 5 -> kn
[2025-02-23 16:32:14] DEBUG | root - Connecting kk RSHIFT 1 -> ld
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting kh LSHIFT 1 -> lb
[2025-02-23 16:32:14] DEBUG | root - Connecting kk RSHIFT 2 -> kl
[2025-02-23 16:32:14] DEBUG | root - Connecting kk RSHIFT 3 -> km
[2025-02-23 16:32:14] DEBUG | root - Connecting km OR kn -> ko
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting km AND kn -> kp
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT kp -> kq
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting ko AND kq -> kr
[2025-02-23 16:32:14] DEBUG | root - Connecting kl AND kr -> kt
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT kt -> ku
[2025-02-23 16:32:14] DEBUG | root - Connecting kl OR kr -> ks
[2025-02-23 16:32:14] DEBUG | root - Connecting ks AND ku -> kv
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting kk AND kv -> kx
[2025-02-23 16:32:14] DEBUG | root - Connecting kk OR kv -> kw
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT kx -> ky
[2025-02-23 16:32:14] DEBUG | root - Connecting kw AND ky -> kz
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting 1 AND kz -> la
[2025-02-23 16:32:14] DEBUG | root - Connecting la LSHIFT 15 -> le
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting ld OR le -> lf
[2025-02-23 16:32:14] DEBUG | root - Connecting lf RSHIFT 3 -> lh
[2025-02-23 16:32:14] DEBUG | root - Connecting lf RSHIFT 5 -> li
[2025-02-23 16:32:14] DEBUG | root - Connecting lh AND li -> lk
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT lk -> ll
[2025-02-23 16:32:14] DEBUG | root - Connecting lh OR li -> lj
[2025-02-23 16:32:14] DEBUG | root - Connecting lb OR la -> lc
[2025-02-23 16:32:14] DEBUG | root - Connecting lf RSHIFT 1 -> ly
[2025-02-23 16:32:14] DEBUG | root - Connecting lc LSHIFT 1 -> lw
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting lf RSHIFT 2 -> lg
[2025-02-23 16:32:14] DEBUG | root - Connecting lj AND ll -> lm
[2025-02-23 16:32:14] DEBUG | root - Connecting lg OR lm -> ln
[2025-02-23 16:32:14] DEBUG | root - Connecting lg AND lm -> lo
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT lo -> lp
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting ln AND lp -> lq
[2025-02-23 16:32:14] DEBUG | root - Connecting lf OR lq -> lr
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting lf AND lq -> ls
[2025-02-23 16:32:14] DEBUG | root - Connecting NOT ls -> lt
[2025-02-23 16:32:14] DEBUG | root - Connecting lr AND lt -> lu
[2025-02-23 16:32:14] DEBUG | root - Connecting 1 AND lu -> lv
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting lv LSHIFT 15 -> lz
[2025-02-23 16:32:14] DEBUG | root - Connecting lw OR lv -> lx
[2025-02-23 16:32:14] DEBUG | root - Some lines are still ignored. Going through instructions with updated wire_dct now.
[2025-02-23 16:32:14] DEBUG | root - Connecting ly OR lz -> ma
[2025-02-23 16:32:14] DEBUG | root - Connecting lx -> a
[2025-02-23 16:32:14] DEBUG | root - FINAL wire_dct: {'b': 16076, 'c': 0, 't': 0, 'v': 8038, 'f': 502, 'd': 4019, 'e': 2009, 'h': 464, 'i': -465, 'g': 2047, 'j': 1583, 'k': 4031, 'l': 1571, 'm': -1572, 'n': 2460, 'p': 2188, 'q': -2189, 'o': 16348, 'r': 14160, 's': 0, 'w': 0, 'x': 8038, 'z': 1004, 'u': 0, 'aq': 4019, 'aa': 251, 'y': 2009, 'ao': 0, 'ab': 1023, 'ac': 232, 'ad': -233, 'ae': 791, 'ag': 785, 'af': 2015, 'ah': -786, 'ai': 1230, 'ak': 1094, 'aj': 8174, 'al': -1095, 'am': 7080, 'an': 0, 'ap': 0, 'bj': 0, 'ar': 0, 'as': 4019, 'at': 1004, 'au': 502, 'bl': 2009, 'av': 125, 'aw': 511, 'ax': 116, 'ay': -117, 'az': 395, 'bb': 392, 'ba': 1007, 'bc': -393, 'bd': 615, 'be': 4087, 'bf': 547, 'bg': -548, 'bh': 3540, 'bi': 0, 'bm': 0, 'bn': 2009, 'bo': 502, 'bk': 0, 'bq': 62, 'bp': 251, 'ce': 0, 'cg': 1004, 'br': 255, 'bs': 58, 'bt': -59, 'bu': 197, 'bv': 503, 'bw': 196, 'bx': -197, 'by': 307, 'ca': 273, 'bz': 2043, 'cb': -274, 'cc': 1770, 'cd': 0, 'cf': 0, 'ch': 0, 'cz': 0, 'ci': 1004, 'cl': 31, 'cj': 251, 'ck': 125, 'db': 502, 'cn': 29, 'cm': 127, 'co': -30, 'cp': 98, 'cq': 251, 'cr': 98, 'cs': -99, 'ct': 153, 'cv': 136, 'cu': 1021, 'cw': -137, 'cx': 885, 'cy': 1, 'dc': 32768, 'da': 1, 'dd': 33270, 'du': 2, 'dw': 16635, 'dg': 1039, 'df': 4158, 'di': 14, 'de': 8317, 'dj': -15, 'dh': 5183, 'dk': 5169, 'dl': 13437, 'dm': 49, 'dn': -50, 'do': 13388, 'dp': 46590, 'dq': 68, 'dr': -69, 'ds': 46522, 'dt': 0, 'dv': 2, 'dx': 0, 'ep': 4, 'dy': 16635, 'er': 8317, 'dz': 4158, 'eb': 519, 'ea': 2079, 'ec': 2591, 'ed': 7, 'ee': -8, 'ef': 2584, 'eh': 24, 'ei': -25, 'eg': 6718, 'ej': 6694, 'el': 34, 'em': -35, 'ek': 23295, 'en': 23261, 'eo': 1, 'eq': 5, 'es': 32768, 'et': 41085, 'ew': 1283, 'ev': 5135, 'ex': 5391, 'ey': 1027, 'fk': 10, 'eu': 10271, 'fm': 20542, 'ez': -1028, 'fa': 4364, 'fc': 12, 'fb': 14623, 'fd': -13, 'fe': 14611, 'ff': 47487, 'fg': 8209, 'fh': -8210, 'fi': 39278, 'fj': 0, 'fl': 10, 'fn': 0, 'gf': 20, 'fo': 20542, 'gh': 10271, 'fr': 641, 'fp': 5135, 'fq': 2567, 'fs': 2695, 'ft': 513, 'fu': -514, 'fv': 2182, 'fx': 6, 'fw': 7311, 'fy': -7, 'fz': 7305, 'gb': 4104, 'gc': -4105, 'ga': 23743, 'gd': 19639, 'ge': 1, 'gg': 21, 'gi': 32768, 'ha': 42, 'gj': 43039, 'hc': 21519, 'gm': 1344, 'gk': 10759, 'gl': 5379, 'gn': 5443, 'go': 1280, 'gp': -1281, 'gq': 4163, 'gr': 14919, 'gs': 3, 'gt': -4, 'gu': 14916, 'gw': 10244, 'gv': 47711, 'gx': -10245, 'gy': 37467, 'gz': 1, 'hd': 32768, 'hb': 43, 'he': 54287, 'hg': 6785, 'hf': 13571, 'hx': 27143, 'hv': 86, 'hh': 1696, 'hi': 7841, 'hj': 640, 'hk': -641, 'hl': 7201, 'hm': 15651, 'hn': 5121, 'ho': -5122, 'hp': 10530, 'hq': 64815, 'hr': 2, 'hs': -3, 'ht': 64813, 'hu': 1, 'hw': 87, 'hy': 32768, 'iq': 174, 'hz': 59911, 'ic': 1872, 'ia': 14977, 'ib': 7488, 'is': 29955, 'id': 8016, 'ie': 1344, 'if': -1345, 'ig': 6672, 'ih': 14993, 'ii': 6656, 'ij': -6657, 'ik': 8337, 'il': 60055, 'im': 8193, 'in': -8194, 'io': 51862, 'ip': 0, 'ir': 174, 'it': 0, 'jl': 348, 'iu': 29955, 'iw': 3744, 'iv': 7488, 'ix': 936, 'iz': 672, 'jn': 14977, 'ja': -673, 'iy': 4008, 'jb': 3336, 'jd': 3328, 'jc': 7496, 'je': -3329, 'jf': 4168, 'jh': 4096, 'jg': 30027, 'ji': -4097, 'jj': 25931, 'jk': 1, 'jo': 32768, 'jp': 47745, 'ki': 23872, 'jr': 5968, 'jm': 349, 'kg': 698, 'jq': 11936, 'js': 1492, 'ju': 1360, 'jv': -1361, 'jt': 6100, 'jw': 4740, 'jx': 16036, 'jy': 640, 'jz': -641, 'ka': 15396, 'kb': 48805, 'kc': 14336, 'kd': -14337, 'ke': 34469, 'kf': 1, 'kj': 32768, 'kh': 699, 'kk': 56640, 'kn': 1770, 'ld': 28320, 'lb': 1398, 'kl': 14160, 'km': 7080, 'ko': 8170, 'kp': 680, 'kq': -681, 'kr': 7490, 'kt': 5440, 'ku': -5441, 'ks': 16210, 'kv': 10770, 'kx': 2048, 'kw': 65362, 'ky': -2049, 'kz': 63314, 'la': 0, 'le': 0, 'lf': 28320, 'lh': 3540, 'li': 885, 'lk': 340, 'll': -341, 'lj': 4085, 'lc': 1398, 'ly': 14160, 'lw': 2796, 'lg': 7080, 'lm': 3745, 'ln': 8105, 'lo': 2720, 'lp': -2721, 'lq': 5385, 'lr': 32681, 'ls': 1024, 'lt': -1025, 'lu': 31657, 'lv': 1, 'lz': 32768, 'lx': 2797, 'ma': 46928, 'a': 2797}
